id,utr_id,gross_amount_paise,net_payout_paise,payout_date,created_at
7f6e1248-20f0-40a9-86e6-e1f74b9c32b4,UTR202608000174RZP,25001300,24470273,2026-08-07T19:00:00+00:00,2026-08-07T19:00:00+00:00
5196afe1-25fc-419c-ae79-2cbd896afa7c,UTR202608000175RZP,24632200,24109012,2026-08-08T14:00:00+00:00,2026-08-08T14:00:00+00:00
6bea3d2c-3af5-4ebe-8f24-4c01665a2b74,UTR202608000176RZP,24358000,23840636,2026-08-09T15:00:00+00:00,2026-08-09T15:00:00+00:00
cb0a5fd3-d68b-450a-a158-ac26374a8bde,UTR202608000177RZP,24374500,23856786,2026-08-10T18:00:00+00:00,2026-08-10T18:00:00+00:00
9dfb903a-135a-4fde-96e7-2392b5dec408,UTR202608000178RZP,23298200,22803346,2026-08-11T15:00:00+00:00,2026-08-11T15:00:00+00:00
8dd39b5c-3c08-4252-9cc1-fb434e9ef03e,UTR202608000179RZP,25531200,24988917,2026-08-12T16:00:00+00:00,2026-08-12T16:00:00+00:00
e27d7bd7-5eb5-49dd-935e-9c79f0abedee,UTR202608000180RZP,28303100,27701942,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00
687fbbda-8a49-45f4-b237-ae9ce49f3e61,UTR202608000181RZP,29156800,28537510,2026-08-14T13:00:00+00:00,2026-08-14T13:00:00+00:00
df9c5e5f-1e10-45ec-aa3b-c2fdf40bf00f,UTR202608000182RZP,25534800,24992441,2026-08-15T18:00:00+00:00,2026-08-15T18:00:00+00:00
fa337a9f-015a-48e5-b30c-fee2761099b3,UTR202608000183RZP,29723700,29092368,2026-08-16T12:00:00+00:00,2026-08-16T12:00:00+00:00
1b8490b4-3126-49af-bc6d-112e56117729,UTR202608000184RZP,22231000,21758814,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00
f3cdbf4a-f3b3-4cc2-b116-166777f2ca95,UTR202608000185RZP,28799700,28187994,2026-08-18T21:00:00+00:00,2026-08-18T21:00:00+00:00
7549b03c-9327-4231-a8c8-82779749b190,UTR202608000186RZP,29717200,29086006,2026-08-19T11:00:00+00:00,2026-08-19T11:00:00+00:00
f88649df-a8ed-4d6d-8d5d-a8a735e0181f,UTR202608000187RZP,21994600,21527434,2026-08-20T12:00:00+00:00,2026-08-20T12:00:00+00:00
b76cc747-6a71-4b2f-b8c4-e5a01f294adf,UTR202608000188RZP,27666400,27078766,2026-08-21T10:00:00+00:00,2026-08-21T10:00:00+00:00
0076f819-a293-458b-9400-1b17016d3380,UTR202608000189RZP,22729600,22246823,2026-08-22T15:00:00+00:00,2026-08-22T15:00:00+00:00
2763a15f-f6b4-4036-83e0-ec2a928ed9d2,UTR202608000190RZP,25582700,25039323,2026-08-23T20:00:00+00:00,2026-08-23T20:00:00+00:00
2f346286-94c2-4c4b-b9af-194cfbd81f6c,UTR202608000191RZP,27153400,26576662,2026-08-24T13:00:00+00:00,2026-08-24T13:00:00+00:00
915b2feb-89d4-4706-b96a-921bc38d1b06,UTR202608000192RZP,25508900,24967091,2026-08-25T21:00:00+00:00,2026-08-25T21:00:00+00:00
89260911-b7a8-4811-8677-72f4bbd28831,UTR202608000193RZP,25425800,24885756,2026-08-26T12:00:00+00:00,2026-08-26T12:00:00+00:00
71a1cf10-eea4-424d-810c-3af6b2dcfbf4,UTR202608000194RZP,23620200,23118506,2026-08-27T10:00:00+00:00,2026-08-27T10:00:00+00:00
0fbbe21b-459a-4312-8a6f-10cd49fa4064,UTR202608000195RZP,21955000,21488676,2026-08-28T10:00:00+00:00,2026-08-28T10:00:00+00:00
26f0ae86-d55a-4c41-b604-ea8250050a81,UTR202608000196RZP,24923600,24394223,2026-08-29T12:00:00+00:00,2026-08-29T12:00:00+00:00
f6c044a2-b985-4a16-a75e-a75d7ccbe06f,UTR202608000197RZP,23431500,22933815,2026-08-02T18:00:00+00:00,2026-08-02T18:00:00+00:00
427f3fbe-9d73-445e-b4c6-547d75bbfc72,UTR202608000198RZP,27228800,26650461,2026-08-03T16:00:00+00:00,2026-08-03T16:00:00+00:00
686b3f21-8a37-4bf1-8840-cba746130191,UTR202608000199RZP,23349700,22853752,2026-08-04T13:00:00+00:00,2026-08-04T13:00:00+00:00
aa9e92a0-5ca3-4c79-94b9-63cb3b6ab259,UTR202608000200RZP,30249900,29607392,2026-08-05T16:00:00+00:00,2026-08-05T16:00:00+00:00
a973b9c2-9c8a-4f87-a269-9e7db5462217,UTR202608000201RZP,27281500,26702041,2026-08-06T20:00:00+00:00,2026-08-06T20:00:00+00:00
d7c8c00c-e384-4937-98a2-1f268410b3b8,UTR202608000202RZP,28496000,27890745,2026-08-07T15:00:00+00:00,2026-08-07T15:00:00+00:00
e0768928-5c7c-4373-becc-9a8439f7d7f4,UTR202608000203RZP,24958600,24428479,2026-08-08T17:00:00+00:00,2026-08-08T17:00:00+00:00
144767da-9979-49b0-8f3e-b919bf1b6478,UTR202608000204RZP,31410900,30743733,2026-08-09T14:00:00+00:00,2026-08-09T14:00:00+00:00
36e8df7b-a383-4023-a4be-dd03fab52631,UTR202608000205RZP,21417300,20962397,2026-08-10T15:00:00+00:00,2026-08-10T15:00:00+00:00
dd2741ae-6ad8-428e-ba0c-9465a1c3c86f,UTR202608000206RZP,23942400,23433864,2026-08-11T15:00:00+00:00,2026-08-11T15:00:00+00:00
0b3c4eb8-e076-4639-b975-8aad0a4d4305,UTR202608000207RZP,27949800,27356147,2026-08-12T12:00:00+00:00,2026-08-12T12:00:00+00:00
ffce834d-a078-4a64-95cb-52a18aa5a0d2,UTR202608000208RZP,21693400,21232632,2026-08-13T21:00:00+00:00,2026-08-13T21:00:00+00:00
d5d83dc3-7a2b-49f1-9349-f6c7559cfd59,UTR202608000209RZP,28257900,27657702,2026-08-14T21:00:00+00:00,2026-08-14T21:00:00+00:00
5f558a80-c3fc-485f-8b05-5b42fd27fe3f,UTR202608000210RZP,28456100,27851692,2026-08-15T13:00:00+00:00,2026-08-15T13:00:00+00:00
b289feb2-0e51-4add-80c1-19a5f80dd481,UTR202608000211RZP,27844400,27252985,2026-08-16T11:00:00+00:00,2026-08-16T11:00:00+00:00
fb33188b-b0b8-49a4-b1ad-5c5f03f49a3b,UTR202608000212RZP,28008800,27413894,2026-08-17T11:00:00+00:00,2026-08-17T11:00:00+00:00
8c64f4e5-7644-43ad-87e2-ee2d75e826f8,UTR202608000213RZP,24300700,23784553,2026-08-18T16:00:00+00:00,2026-08-18T16:00:00+00:00
e51886cb-afe5-451d-a98d-997c5480681e,UTR202608000214RZP,23797100,23291649,2026-08-19T13:00:00+00:00,2026-08-19T13:00:00+00:00
09464c65-d182-4884-a44c-211593902d75,UTR202608000215RZP,24664700,23437397,2026-08-20T18:00:00+00:00,2026-08-20T18:00:00+00:00
27453c6e-f507-48c7-a6a9-12493545bdc0,UTR202608000216RZP,28320600,27719070,2026-08-21T15:00:00+00:00,2026-08-21T15:00:00+00:00
f90f2772-1139-44bb-b132-07dad0a3f0b4,UTR202608000217RZP,31037000,29320456,2026-08-22T14:00:00+00:00,2026-08-22T14:00:00+00:00
446b5cb6-c0a4-4113-bcc7-c0addc811ca8,UTR202608000218RZP,31867200,31190340,2026-08-23T21:00:00+00:00,2026-08-23T21:00:00+00:00
037dbb94-f1cb-40cb-827a-ede36fd6de1f,UTR202608000219RZP,24080200,23568736,2026-08-24T18:00:00+00:00,2026-08-24T18:00:00+00:00
a4d1a4ce-ca2a-4cf1-b155-7a7e9f697ab0,UTR202608000220RZP,22087600,21618459,2026-08-25T13:00:00+00:00,2026-08-25T13:00:00+00:00
3c86eba8-c031-47fa-a061-406225c358b3,UTR202608000221RZP,23205600,22712713,2026-08-26T12:00:00+00:00,2026-08-26T12:00:00+00:00
dec2071f-bd85-4d6b-9515-b493c9b4125d,UTR202608000222RZP,24477000,23957109,2026-08-27T15:00:00+00:00,2026-08-27T15:00:00+00:00
fa2712e6-df20-4a8e-b358-e7f6b0d36b39,UTR202608000223RZP,33329700,32621777,2026-08-28T17:00:00+00:00,2026-08-28T17:00:00+00:00
bf74b28d-bbe2-4948-8acc-c2af412faa08,UTR202608000224RZP,26289800,25731405,2026-08-29T20:00:00+00:00,2026-08-29T20:00:00+00:00
5bf395e7-adda-4ede-bb76-fe13282122cb,UTR202608000225RZP,26216800,25659956,2026-08-02T13:00:00+00:00,2026-08-02T13:00:00+00:00
b183a9b2-abe5-4240-bc1f-e9918e775a9a,UTR202608000226RZP,29083500,28465766,2026-08-03T19:00:00+00:00,2026-08-03T19:00:00+00:00
e213f1ba-e072-4e51-a8e2-408cc2d41941,UTR202608000227RZP,25910800,25360455,2026-08-04T19:00:00+00:00,2026-08-04T19:00:00+00:00
939331d3-6250-418a-abcd-2f6a7060328a,UTR202608000228RZP,29841900,29208058,2026-08-05T13:00:00+00:00,2026-08-05T13:00:00+00:00
498eb916-17bf-414b-bbd3-42dc4130a6bb,UTR202608000229RZP,26016800,25464204,2026-08-06T10:00:00+00:00,2026-08-06T10:00:00+00:00
197d4c94-2a8b-4e3f-ac5c-4cad12fe4b31,UTR202608000230RZP,25844000,24415278,2026-08-07T12:00:00+00:00,2026-08-07T12:00:00+00:00
44caa93e-b282-4444-8c22-8d2ab74d69b2,UTR202608000231RZP,27710300,27121734,2026-08-08T19:00:00+00:00,2026-08-08T19:00:00+00:00
d2757c9a-d4f8-48e6-a4b5-cbf04828004b,UTR202608000232RZP,29090900,28473010,2026-08-09T14:00:00+00:00,2026-08-09T14:00:00+00:00
9224031f-7066-4890-babb-89625dc887ed,UTR202608000233RZP,23373100,22876655,2026-08-10T21:00:00+00:00,2026-08-10T21:00:00+00:00
3a602c2f-774f-436e-9a6f-4b961453fcfd,UTR202608000234RZP,20499500,20064091,2026-08-11T13:00:00+00:00,2026-08-11T13:00:00+00:00
5140ebb2-169f-46aa-b491-7ec27166f07f,UTR202608000235RZP,25904500,25354288,2026-08-12T14:00:00+00:00,2026-08-12T14:00:00+00:00
116f4d60-3f19-47b9-a01a-152f88b966d4,UTR202608000236RZP,24579400,24057334,2026-08-13T13:00:00+00:00,2026-08-13T13:00:00+00:00
51709f65-3993-49a4-bbf8-9a2edc7572a7,UTR202608000237RZP,24713100,24188194,2026-08-14T14:00:00+00:00,2026-08-14T14:00:00+00:00
ad2502a5-a98f-45a0-a7a7-ced249b98093,UTR202608000238RZP,29100100,28482014,2026-08-15T19:00:00+00:00,2026-08-15T19:00:00+00:00
f7b359e2-226b-43d3-aca6-923be6c378cb,UTR202608000239RZP,20491800,20056555,2026-08-16T11:00:00+00:00,2026-08-16T11:00:00+00:00
cd47cf42-0871-4085-a054-ff439812114c,UTR202608000240RZP,30049000,29410759,2026-08-17T11:00:00+00:00,2026-08-17T11:00:00+00:00
fd49dcdd-890d-4fd9-a3b8-9fabf19edf44,UTR202608000241RZP,19968200,19544075,2026-08-18T12:00:00+00:00,2026-08-18T12:00:00+00:00
7799abde-3c04-4d41-9cfe-940f5b353565,UTR202608000242RZP,22949300,22461857,2026-08-19T20:00:00+00:00,2026-08-19T20:00:00+00:00
801c1a98-aa05-44c0-a713-59ba1daa3e0e,UTR202608000243RZP,23063400,22573534,2026-08-20T20:00:00+00:00,2026-08-20T20:00:00+00:00
13aab682-77f8-41bb-a243-9ac646c59316,UTR202608000244RZP,17792300,17414392,2026-08-21T10:00:00+00:00,2026-08-21T10:00:00+00:00
2c39357a-8a6a-4d99-8d93-8d3a86352fbf,UTR202608000245RZP,34085300,33361329,2026-08-22T10:00:00+00:00,2026-08-22T10:00:00+00:00
10e37920-6803-4c4c-b85d-74ca74b1f879,UTR202608000246RZP,24319500,23802954,2026-08-23T10:00:00+00:00,2026-08-23T10:00:00+00:00
1924c1cb-f6df-4c98-9c14-3325a1e9f58c,UTR202608000247RZP,24838500,24310930,2026-08-24T11:00:00+00:00,2026-08-24T11:00:00+00:00
9ec57444-5266-43e1-a9cc-a787e2ad9e5d,UTR202608000248RZP,28470600,27865884,2026-08-25T15:00:00+00:00,2026-08-25T15:00:00+00:00
169f0e3a-7b4e-4b69-a544-f3b2f7bbbd38,UTR202608000249RZP,22828700,22343818,2026-08-26T20:00:00+00:00,2026-08-26T20:00:00+00:00
933828b3-51bc-4f13-95bd-f29c6ecb18ae,UTR202608000250RZP,26114400,25559730,2026-08-27T15:00:00+00:00,2026-08-27T15:00:00+00:00
e3328fd9-c2fe-41e2-9092-af22dc6a4abb,UTR202608000251RZP,23507800,23008495,2026-08-28T16:00:00+00:00,2026-08-28T16:00:00+00:00
0cabf11a-8bad-4e43-b679-ff5fcc72c509,UTR202608000252RZP,23374500,22878026,2026-08-29T19:00:00+00:00,2026-08-29T19:00:00+00:00
76a97292-7fc2-40cd-9a0c-535c16274a20,UTR202608000253RZP,31336600,30671010,2026-08-02T19:00:00+00:00,2026-08-02T19:00:00+00:00
8b05ee11-490f-455d-a12a-ea042317315a,UTR202608000254RZP,27819800,27228908,2026-08-03T15:00:00+00:00,2026-08-03T15:00:00+00:00
bebdbe96-9101-4689-9ebb-4c8dcfeb5a61,UTR202608000255RZP,23653000,23150610,2026-08-04T19:00:00+00:00,2026-08-04T19:00:00+00:00
c0fed7f1-6038-4708-a2cb-e40bf230f9d7,UTR202608000256RZP,26565400,26001151,2026-08-05T13:00:00+00:00,2026-08-05T13:00:00+00:00
2157acd7-eaec-4faf-a196-a7bd3673280b,UTR202608000257RZP,25723500,25177133,2026-08-06T15:00:00+00:00,2026-08-06T15:00:00+00:00
6c5eaa65-4d80-4f0d-8f1d-d7dd97876d25,UTR202608000258RZP,24426200,23907387,2026-08-07T17:00:00+00:00,2026-08-07T17:00:00+00:00
45bb803e-4674-4703-ab30-255e6b050f25,UTR202608000259RZP,25728800,24632936,2026-08-08T10:00:00+00:00,2026-08-08T10:00:00+00:00
775130e8-07cf-40ec-ac9e-f10c5d9459c4,UTR202608000260RZP,20711200,20271294,2026-08-09T20:00:00+00:00,2026-08-09T20:00:00+00:00
38b6a055-bd0e-43ce-82f6-99ad8e75b9a0,UTR202608000261RZP,31680000,31007117,2026-08-10T12:00:00+00:00,2026-08-10T12:00:00+00:00
c05109d8-9844-4d4d-8d17-d03119c99ab1,UTR202608000262RZP,27131500,26555227,2026-08-11T16:00:00+00:00,2026-08-11T16:00:00+00:00
97fde53e-0868-4b21-8bfa-a6b5d5d302c7,UTR202608000263RZP,24053400,23542506,2026-08-12T18:00:00+00:00,2026-08-12T18:00:00+00:00
1b16151c-7f81-4df5-a021-3f3da0708c01,UTR202608000264RZP,27218700,26640574,2026-08-13T21:00:00+00:00,2026-08-13T21:00:00+00:00
7193ec3f-2847-4149-a204-46350f5744a4,UTR202608000265RZP,20989200,20543389,2026-08-14T19:00:00+00:00,2026-08-14T19:00:00+00:00
11e57cea-df45-4e1a-bef3-35a3e9a8b937,UTR202608000266RZP,21737100,21275404,2026-08-15T11:00:00+00:00,2026-08-15T11:00:00+00:00
482713e1-34c0-4c23-a79a-fc9022e99ddd,UTR202608000267RZP,25810500,25262285,2026-08-16T12:00:00+00:00,2026-08-16T12:00:00+00:00
e84c2406-3658-478b-8fa2-34bafa6ae42e,UTR202608000268RZP,22239600,21767231,2026-08-17T14:00:00+00:00,2026-08-17T14:00:00+00:00
8c53a19d-0f9a-4bc8-b052-acf1995295e1,UTR202608000269RZP,25859300,25310049,2026-08-18T14:00:00+00:00,2026-08-18T14:00:00+00:00
84f4d7a6-f300-4e64-8652-824bd8750fc3,UTR202608000270RZP,25970200,25418592,2026-08-19T10:00:00+00:00,2026-08-19T10:00:00+00:00
e892ff54-4ae5-4a8b-b2f1-089374310327,UTR202608000271RZP,22153900,21683351,2026-08-20T10:00:00+00:00,2026-08-20T10:00:00+00:00
9117dcb0-b9f7-4ce8-b114-f25f17ae4776,UTR202608000272RZP,24637100,24113808,2026-08-21T21:00:00+00:00,2026-08-21T21:00:00+00:00
a72bb6a9-b1cc-4413-b21e-86509707a190,UTR202608000273RZP,26849600,26279314,2026-08-22T13:00:00+00:00,2026-08-22T13:00:00+00:00
2b2ef527-2ae9-4a73-b007-b2d526a3b706,UTR202608000274RZP,29815600,29182316,2026-08-23T12:00:00+00:00,2026-08-23T12:00:00+00:00
ebb1b875-f249-4ea0-9c8e-b1f4b874ac79,UTR202608000275RZP,17048700,16686585,2026-08-24T11:00:00+00:00,2026-08-24T11:00:00+00:00
1bdd7a70-1d47-47b7-856f-134deaf0a9b3,UTR202608000276RZP,22562400,22083175,2026-08-25T11:00:00+00:00,2026-08-25T11:00:00+00:00
6c4a2ee6-58c7-4b37-8434-347ec8fbfe1b,UTR202608000277RZP,34877300,34136507,2026-08-26T14:00:00+00:00,2026-08-26T14:00:00+00:00
03d0bc17-742a-4ba8-9d2c-e25c22346b13,UTR202608000278RZP,25275900,24739040,2026-08-27T13:00:00+00:00,2026-08-27T13:00:00+00:00
c7f739ae-673c-4100-bfb3-b04b9e6b0f3f,UTR202608000279RZP,33664000,32948977,2026-08-28T19:00:00+00:00,2026-08-28T19:00:00+00:00
eb3116bb-ced8-4040-889a-516ff3388a26,UTR202608000280RZP,28929700,27475180,2026-08-29T21:00:00+00:00,2026-08-29T21:00:00+00:00
411af5d4-cd6d-4710-aaa6-940bf7797c9b,UTR202608000281RZP,20670600,20231556,2026-08-02T12:00:00+00:00,2026-08-02T12:00:00+00:00
94f00bc3-6152-42d2-9a14-8bdd9471b57e,UTR202608000282RZP,28885000,28271483,2026-08-03T21:00:00+00:00,2026-08-03T21:00:00+00:00
5252b00e-293d-47dd-bb99-37860e3097c2,UTR202608000283RZP,26530500,25966992,2026-08-04T12:00:00+00:00,2026-08-04T12:00:00+00:00
0efe730e-860a-482c-8757-331d24f03904,UTR202608000284RZP,24168000,23654672,2026-08-05T20:00:00+00:00,2026-08-05T20:00:00+00:00
19d9cdbe-0e98-426b-afb1-f1c250621e83,UTR202608000285RZP,18463300,18071140,2026-08-06T14:00:00+00:00,2026-08-06T14:00:00+00:00
4c83099a-5bc8-4697-93f2-54bd383b58e0,UTR202608000286RZP,18215800,17828897,2026-08-07T11:00:00+00:00,2026-08-07T11:00:00+00:00
73b2dafd-734f-4195-8ada-7b8596a9ccb6,UTR202608000287RZP,25156100,24621784,2026-08-08T14:00:00+00:00,2026-08-08T14:00:00+00:00
1111b84b-fb91-4139-9583-b1ad9a0c62cf,UTR202608000288RZP,23916300,21626039,2026-08-09T15:00:00+00:00,2026-08-09T15:00:00+00:00
4c8d7ff4-ecc9-4d95-b2b6-bfd675b5f287,UTR202608000289RZP,29136000,28517151,2026-08-10T10:00:00+00:00,2026-08-10T10:00:00+00:00
57b9ea4e-35c1-495e-b342-53a566b2a819,UTR202608000290RZP,26480700,25918249,2026-08-11T19:00:00+00:00,2026-08-11T19:00:00+00:00
79b520fa-327b-4f5c-b933-24c6839a961a,UTR202608000291RZP,26613300,26048034,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00
4b319bfe-d341-4470-a166-42262317cfdd,UTR202608000292RZP,29459000,28833291,2026-08-13T19:00:00+00:00,2026-08-13T19:00:00+00:00
2611b539-2e05-43a0-917d-65a242207dab,UTR202608000293RZP,25536400,24994007,2026-08-14T19:00:00+00:00,2026-08-14T19:00:00+00:00
07360deb-5518-420a-9707-a5276193c6b2,UTR202608000294RZP,30945000,30287728,2026-08-15T12:00:00+00:00,2026-08-15T12:00:00+00:00
6695f296-a904-4670-914a-a92d7129f707,UTR202608000295RZP,28232300,27632646,2026-08-16T17:00:00+00:00,2026-08-16T17:00:00+00:00
25b2e533-a551-4917-999e-ba3af3025007,UTR202608000296RZP,24129500,23616989,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00
f5512234-7988-43ce-88db-2d4b900036ac,UTR202608000297RZP,25828500,25279903,2026-08-18T19:00:00+00:00,2026-08-18T19:00:00+00:00
06ea174f-2fdf-4053-b8e9-1b2927c0baee,UTR202608000298RZP,27877000,27284893,2026-08-19T19:00:00+00:00,2026-08-19T19:00:00+00:00
de2a95c4-3c8d-4aec-91a6-16c4012bca16,UTR202608000299RZP,25696600,25150804,2026-08-20T21:00:00+00:00,2026-08-20T21:00:00+00:00
ff699ae9-d88d-4243-bc89-14fcb0656053,UTR202608000300RZP,20288600,19857670,2026-08-21T20:00:00+00:00,2026-08-21T20:00:00+00:00
ab74e6d5-3e2c-4afb-a724-f24577d908de,UTR202608000301RZP,18406600,18015644,2026-08-22T18:00:00+00:00,2026-08-22T18:00:00+00:00
cc29cd25-fb7f-43fa-9ec8-e977579f4ff5,UTR202608000302RZP,32521900,30268962,2026-08-23T15:00:00+00:00,2026-08-23T15:00:00+00:00
444fb119-09b0-4177-b99c-89873f7c4823,UTR202608000303RZP,33131700,30847858,2026-08-24T10:00:00+00:00,2026-08-24T10:00:00+00:00
c8ded5b4-0842-4a94-9f0b-9f07c5712f0c,UTR202608000304RZP,21345100,20891730,2026-08-25T18:00:00+00:00,2026-08-25T18:00:00+00:00
ebd246c3-7a27-46e9-b4bc-b514e68a201b,UTR202608000305RZP,25572100,25028948,2026-08-26T11:00:00+00:00,2026-08-26T11:00:00+00:00
5d9e133a-2066-4174-8e65-2a4d49405227,UTR202608000306RZP,26499500,25936651,2026-08-27T18:00:00+00:00,2026-08-27T18:00:00+00:00
9ac6e652-396c-426a-b792-afbbf5a12bea,UTR202608000307RZP,26356200,25796394,2026-08-28T10:00:00+00:00,2026-08-28T10:00:00+00:00
70592cab-0246-42d6-90bd-9fed4ad39563,UTR202608000308RZP,19392300,18980408,2026-08-29T19:00:00+00:00,2026-08-29T19:00:00+00:00
6c94b3d4-528e-43fc-8d56-076ae03d77fe,UTR202608000309RZP,24685900,24068902,2026-08-02T12:00:00+00:00,2026-08-02T12:00:00+00:00
4f267215-de1c-4a11-945b-5c4c61946966,UTR202608000310RZP,22823300,22338534,2026-08-03T18:00:00+00:00,2026-08-03T18:00:00+00:00
487518c0-f01a-40e6-b7ef-e21eedee2123,UTR202608000311RZP,24561300,24039618,2026-08-04T12:00:00+00:00,2026-08-04T12:00:00+00:00
9f1f928a-af9c-4c47-8025-7bbca02ab143,UTR202608000312RZP,32154800,31471833,2026-08-05T16:00:00+00:00,2026-08-05T16:00:00+00:00
5e2c5c1d-8242-4fd1-9bea-a46734e0b46f,UTR202608000313RZP,22552900,22073877,2026-08-06T16:00:00+00:00,2026-08-06T16:00:00+00:00
fbc424a6-ad63-45d5-acde-cea57bad6aa2,UTR202608000314RZP,26265600,25707718,2026-08-07T13:00:00+00:00,2026-08-07T13:00:00+00:00
2ed9ed22-5f7d-46af-8fe6-619b379b88c2,UTR202608000315RZP,27715100,27126431,2026-08-08T17:00:00+00:00,2026-08-08T17:00:00+00:00
9e3e9d63-47ed-40c3-934a-8b4bc59d4278,UTR202608000316RZP,27438200,26855412,2026-08-09T17:00:00+00:00,2026-08-09T17:00:00+00:00
e9fb90db-a235-4200-837d-28938457ceb3,UTR202608000317RZP,24414100,23895544,2026-08-10T12:00:00+00:00,2026-08-10T12:00:00+00:00
3cabeae3-6d0a-4357-9c78-3d25cc9f7d94,UTR202608000318RZP,26501000,25938119,2026-08-11T21:00:00+00:00,2026-08-11T21:00:00+00:00
4bf0f4f0-19d3-4d88-96a9-89ae5db1d86c,UTR202608000319RZP,26298600,25740017,2026-08-12T16:00:00+00:00,2026-08-12T16:00:00+00:00
16d91603-e6a7-46f5-9310-21e1329df819,UTR202608000320RZP,23771300,23266398,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00
c872ddd6-ea77-4480-b6aa-320a656388e8,UTR202608000321RZP,20590600,20153255,2026-08-14T12:00:00+00:00,2026-08-14T12:00:00+00:00
b0533c9e-f805-45c4-8dae-e7e42b10e657,UTR202608000322RZP,30044700,29406550,2026-08-15T13:00:00+00:00,2026-08-15T13:00:00+00:00
c305112a-dd28-4559-8c99-3ede182426fd,UTR202608000323RZP,25371500,24832609,2026-08-16T16:00:00+00:00,2026-08-16T16:00:00+00:00
c6ffbc54-7721-4661-9908-09cc310efb08,UTR202608000324RZP,21244100,20792875,2026-08-17T19:00:00+00:00,2026-08-17T19:00:00+00:00
bcff1afc-bafc-4b58-989b-f51ea2b22334,UTR202608000325RZP,23336100,22840441,2026-08-18T18:00:00+00:00,2026-08-18T18:00:00+00:00
448a6a64-886a-4059-b683-61e8ca793147,UTR202608000326RZP,17105700,16742374,2026-08-19T16:00:00+00:00,2026-08-19T16:00:00+00:00
8c96816a-8e10-4343-b6f0-71167b08f4ce,UTR202608000327RZP,22341700,21867162,2026-08-20T20:00:00+00:00,2026-08-20T20:00:00+00:00
f782931b-b45e-41c9-9a75-4340c22fbb57,UTR202608000328RZP,29985100,29138320,2026-08-21T16:00:00+00:00,2026-08-21T16:00:00+00:00
f73e3538-b639-473f-ac38-592cc616932f,UTR202608000329RZP,32527100,31836224,2026-08-22T13:00:00+00:00,2026-08-22T13:00:00+00:00
e39b108e-2e95-4648-9e32-1cd65b95db84,UTR202608000330RZP,24111200,23599078,2026-08-23T14:00:00+00:00,2026-08-23T14:00:00+00:00
0b79ba1f-03db-4c5e-a8f2-0f2a0751cd08,UTR202608000331RZP,26647900,26081899,2026-08-24T18:00:00+00:00,2026-08-24T18:00:00+00:00
c4819132-4e0c-43dc-a4b8-6d51e680b7e8,UTR202608000332RZP,28478000,27873127,2026-08-25T19:00:00+00:00,2026-08-25T19:00:00+00:00
1720a6d3-0506-4940-8f30-800aff054ab6,UTR202608000333RZP,23479300,22863208,2026-08-26T17:00:00+00:00,2026-08-26T17:00:00+00:00
b914b00d-e4a9-44ff-a624-dc4de04ec14c,UTR202608000334RZP,26721300,26153740,2026-08-27T15:00:00+00:00,2026-08-27T15:00:00+00:00
f15acce9-dc0e-47ed-a46c-c140795019d0,UTR202608000335RZP,25089000,24556110,2026-08-28T11:00:00+00:00,2026-08-28T11:00:00+00:00
2cb3db84-8946-426e-9e42-6c0693191a8a,UTR202608000336RZP,23141800,22650269,2026-08-29T19:00:00+00:00,2026-08-29T19:00:00+00:00
7e2fb8bc-665b-4ac3-8c1f-2aad38292461,UTR202608000337RZP,27702500,27114099,2026-08-02T14:00:00+00:00,2026-08-02T14:00:00+00:00
376ea6ce-1560-4585-9238-e17633463647,UTR202608000338RZP,27786600,27196412,2026-08-03T19:00:00+00:00,2026-08-03T19:00:00+00:00
b19ca8e7-deb1-4b8d-a8e2-477debf80cbe,UTR202608000339RZP,27273200,26693917,2026-08-04T21:00:00+00:00,2026-08-04T21:00:00+00:00
6d0b289c-fd5b-4789-a638-3726478b48b5,UTR202608000340RZP,24191600,23677770,2026-08-05T13:00:00+00:00,2026-08-05T13:00:00+00:00
23786263-3525-46c8-ad7c-4911bea912f5,UTR202608000341RZP,20024100,19598788,2026-08-06T18:00:00+00:00,2026-08-06T18:00:00+00:00
204a617e-b3b1-46f3-9a2e-d430a8de227e,UTR202608000342RZP,29640700,29011131,2026-08-07T14:00:00+00:00,2026-08-07T14:00:00+00:00
2e0b0269-18d3-4ca8-bc7c-85fa144833a4,UTR202608000343RZP,24064200,23553076,2026-08-08T17:00:00+00:00,2026-08-08T17:00:00+00:00
261b03a2-894e-4bb8-9d2d-f4b248d2186e,UTR202608000344RZP,25369000,24830162,2026-08-09T13:00:00+00:00,2026-08-09T13:00:00+00:00
4b5a38a5-210c-43f1-88b2-97f832bdcd80,UTR202608000345RZP,26975300,26402345,2026-08-10T12:00:00+00:00,2026-08-10T12:00:00+00:00
91c4cf41-3ee5-4ee0-b8d7-f4e1bd9166cd,UTR202608000346RZP,28398100,27794924,2026-08-11T12:00:00+00:00,2026-08-11T12:00:00+00:00
367c045a-af3a-4460-a0df-487d06592695,UTR202608000347RZP,19688800,19235171,2026-08-12T12:00:00+00:00,2026-08-12T12:00:00+00:00
